Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format
Pakistan,Australia,drawn,,Karachi,"Dec 4-9, 1959",Test # 481,Test 
Pakistan,Australia,Australia,7 wickets,Lahore,"Nov 21-26, 1959",Test # 480,Test 
Pakistan,Australia,Australia,8 wickets,Dhaka,"Nov 13-18, 1959",Test # 479,Test 
Pakistan,Australia,Pakistan,9 wickets,Karachi,"Oct 11-17, 1956",Test # 430,Test 
Australia,Pakistan,Pakistan,8 wickets,Perth,"Nov 10, 2024",ODI # 4804,ODI 
Australia,Pakistan,Pakistan,9 wickets,Adelaide,"Nov 8, 2024",ODI # 4801,ODI 
Australia,Pakistan,Australia,2 wickets,Melbourne,"Nov 4, 2024",ODI # 4795,ODI 
Australia,Pakistan,Australia,62 runs,Bengaluru,"Oct 20, 2023",ODI # 4675,ODI 
Pakistan,Australia,Pakistan,9 wickets,Lahore,"Apr 2, 2022",ODI # 4382,ODI 
Pakistan,Australia,Pakistan,6 wickets,Lahore,"Mar 31, 2022",ODI # 4380,ODI 
Pakistan,Australia,Australia,88 runs,Lahore,"Mar 29, 2022",ODI # 4379,ODI 
Australia,Pakistan,Australia,41 runs,Taunton,"Jun 12, 2019",ODI # 4157,ODI 
Australia,Pakistan,Australia,20 runs,Dubai (DICS),"Mar 31, 2019",ODI # 4120,ODI 
Australia,Pakistan,Australia,6 runs,Dubai (DICS),"Mar 29, 2019",ODI # 4119,ODI 
Australia,Pakistan,Australia,80 runs,Abu Dhabi,"Mar 27, 2019",ODI # 4118,ODI 
Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 24, 2019",ODI # 4117,ODI 
Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 22, 2019",ODI # 4116,ODI 
Australia,Pakistan,Australia,57 runs,Adelaide,"Jan 26, 2017",ODI # 3826,ODI 
Australia,Pakistan,Australia,86 runs,Sydney,"Jan 22, 2017",ODI # 3822,ODI 
Australia,Pakistan,Australia,7 wickets,W.A.C.A,"Jan 19, 2017",ODI # 3820,ODI 
Australia,Pakistan,Pakistan,6 wickets,Melbourne,"Jan 15, 2017",ODI # 3818,ODI 
Australia,Pakistan,Australia,92 runs,Brisbane,"Jan 13, 2017",ODI # 3817,ODI 
Australia,Pakistan,Australia,6 wickets,Adelaide,"Mar 20, 2015",ODI # 3642,ODI 
Australia,Pakistan,Australia,1 run,Abu Dhabi,"Oct 12, 2014",ODI # 3534,ODI 
Australia,Pakistan,Australia,5 wickets,Dubai (DICS),"Oct 10, 2014",ODI # 3532,ODI 
Australia,Pakistan,Australia,93 runs,Sharjah,"Oct 7, 2014",ODI # 3530,ODI 
Australia,Pakistan,Australia,3 wickets,Sharjah,"Sep 3, 2012",ODI # 3303,ODI 
Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,"Aug 31, 2012",ODI # 3301,ODI 
Australia,Pakistan,Australia,4 wickets,Sharjah,"Aug 28, 2012",ODI # 3299,ODI 
Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS),"Mar 19, 2011",ODI # 3139,ODI 
Australia,Pakistan,Australia,2 wickets,W.A.C.A,"Jan 31, 2010",ODI # 2948,ODI 
Australia,Pakistan,Australia,135 runs,W.A.C.A,"Jan 29, 2010",ODI # 2947,ODI 
Australia,Pakistan,Australia,40 runs,Adelaide,"Jan 26, 2010",ODI # 2946,ODI 
Australia,Pakistan,Australia,140 runs,Sydney,"Jan 24, 2010",ODI # 2945,ODI 
Australia,Pakistan,Australia,5 wickets,Brisbane,"Jan 22, 2010",ODI # 2944,ODI 
Australia,Pakistan,Australia,2 wickets,Centurion,"Sep 30, 2009",ODI # 2903,ODI 
Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,"May 3, 2009",ODI # 2849,ODI 
Australia,Pakistan,Australia,8 wickets,Abu Dhabi,"May 1, 2009",ODI # 2848,ODI 
Australia,Pakistan,Australia,27 runs,Abu Dhabi,"Apr 27, 2009",ODI # 2847,ODI 
Australia,Pakistan,Australia,6 wickets,Dubai (DICS),"Apr 24, 2009",ODI # 2846,ODI 
Australia,Pakistan,Pakistan,4 wickets,Dubai (DICS),"Apr 22, 2009",ODI # 2845,ODI 
Australia,Pakistan,Australia,31 runs,Sydney,"Feb 6, 2005",ODI # 2222,ODI 
Australia,Pakistan,Australia,18 runs,Melbourne,"Feb 4, 2005",ODI # 2220,ODI 
Australia,Pakistan,Pakistan,3 wickets,W.A.C.A,"Jan 30, 2005",ODI # 2215,ODI 
Australia,Pakistan,Australia,9 wickets,Sydney,"Jan 23, 2005",ODI # 2209,ODI 
Australia,Pakistan,Australia,4 wickets,Hobart,"Jan 16, 2005",ODI # 2205,ODI 
Australia,Pakistan,Australia,10 runs,Lord's,"Sep 4, 2004",ODI # 2166,ODI 
Australia,Pakistan,Australia,17 runs,Amstelveen,"Aug 28, 2004",ODI # 2162,ODI 
Australia,Pakistan,Australia,82 runs,Johannesburg,"Feb 11, 2003",ODI # 1945,ODI 
Australia,Pakistan,no result,,Nairobi (Gym),"Sep 7, 2002",ODI # 1873,ODI 
Australia,Pakistan,Australia,9 wickets,Nairobi (Gym),"Sep 4, 2002",ODI # 1871,ODI 
Australia,Pakistan,Australia,224 runs,Nairobi (Gym),"Aug 30, 2002",ODI # 1868,ODI 
Australia,Pakistan,Pakistan,91 runs,Brisbane,"Jun 19, 2002",ODI # 1846,ODI 
Australia,Pakistan,Pakistan,2 wickets,Melbourne (Docklands),"Jun 15, 2002",ODI # 1844,ODI 
Australia,Pakistan,Australia,7 wickets,Melbourne (Docklands),"Jun 12, 2002",ODI # 1842,ODI 
Australia,Pakistan,Australia,9 wickets,Lord's,"Jun 23, 2001",ODI # 1728,ODI 
Australia,Pakistan,Pakistan,36 runs,Nottingham,"Jun 19, 2001",ODI # 1725,ODI 
Australia,Pakistan,Australia,7 wickets,Cardiff,"Jun 9, 2001",ODI # 1720,ODI 
Australia,Pakistan,Australia,152 runs,Sydney,"Feb 4, 2000",ODI # 1556,ODI 
Australia,Pakistan,Australia,6 wickets,Melbourne,"Feb 2, 2000",ODI # 1554,ODI 
Australia,Pakistan,Australia,15 runs,Melbourne,"Jan 23, 2000",ODI # 1545,ODI 
Australia,Pakistan,Australia,81 runs,Sydney,"Jan 19, 2000",ODI # 1542,ODI 
Australia,Pakistan,Australia,6 wickets,Melbourne,"Jan 16, 2000",ODI # 1541,ODI 
Australia,Pakistan,Pakistan,45 runs,Brisbane,"Jan 9, 2000",ODI # 1536,ODI 
Australia,Pakistan,Australia,8 wickets,Lord's,"Jun 20, 1999",ODI # 1484,ODI 
Australia,Pakistan,Pakistan,10 runs,Leeds,"May 23, 1999",ODI # 1458,ODI 
Pakistan,Australia,Australia,6 wickets,Lahore,"Nov 10, 1998",ODI # 1371,ODI 
Pakistan,Australia,Australia,5 wickets,Peshawar,"Nov 8, 1998",ODI # 1368,ODI 
Pakistan,Australia,Australia,86 runs,Karachi,"Nov 6, 1998",ODI # 1365,ODI 
Australia,Pakistan,Australia,3 wickets,Melbourne,"Jan 16, 1997",ODI # 1164,ODI 
Australia,Pakistan,Pakistan,29 runs,Hobart,"Jan 7, 1997",ODI # 1160,ODI 
Australia,Pakistan,Pakistan,4 wickets,Sydney,"Jan 1, 1997",ODI # 1155,ODI 
Australia,Pakistan,Pakistan,12 runs,Adelaide,"Dec 15, 1996",ODI # 1152,ODI 
Pakistan,Australia,Australia,64 runs,Lahore,"Oct 30, 1994",ODI # 942,ODI 
Pakistan,Australia,Pakistan,9 wickets,Rawalpindi,"Oct 22, 1994",ODI # 935,ODI 
Pakistan,Australia,Australia,7 wickets,Multan,"Oct 14, 1994",ODI # 929,ODI 
Australia,Pakistan,Australia,28 runs,Colombo (SSC),"Sep 7, 1994",ODI # 923,ODI 
Australia,Pakistan,Australia,23 runs,Sydney,"Jan 14, 1993",ODI # 791,ODI 
Australia,Pakistan,Australia,32 runs,Melbourne,"Jan 12, 1993",ODI # 790,ODI 
Australia,Pakistan,Australia,8 wickets,Adelaide,"Dec 13, 1992",ODI # 777,ODI 
Australia,Pakistan,tied,,Hobart,"Dec 10, 1992",ODI # 773,ODI 
Australia,Pakistan,Pakistan,48 runs,W.A.C.A,"Mar 11, 1992",ODI # 739,ODI 
Australia,Pakistan,Pakistan,36 runs,Sharjah,"May 4, 1990",ODI # 631,ODI 
Australia,Pakistan,Australia,69 runs,Sydney,"Feb 25, 1990",ODI # 611,ODI 
Australia,Pakistan,Australia,7 wickets,Melbourne,"Feb 23, 1990",ODI # 610,ODI 
Australia,Pakistan,Pakistan,2 runs,Sydney,"Feb 20, 1990",ODI # 609,ODI 
Australia,Pakistan,Pakistan,5 wickets,Sydney,"Feb 13, 1990",ODI # 603,ODI 
Australia,Pakistan,Australia,67 runs,Brisbane,"Feb 11, 1990",ODI # 602,ODI 
Australia,Pakistan,Australia,7 wickets,Melbourne,"Jan 3, 1990",ODI # 599,ODI 
Australia,Pakistan,Pakistan,66 runs,Brabourne,"Oct 23, 1989",ODI # 581,ODI 
Australia,Pakistan,Australia,6 runs,Melbourne,"Jan 10, 1989",ODI # 549,ODI 
Australia,Pakistan,Australia,5 wickets,Brisbane,"Jan 8, 1989",ODI # 548,ODI 
Australia,Pakistan,Pakistan,38 runs,W.A.C.A,"Jan 2, 1989",ODI # 545,ODI 
Australia,Pakistan,Australia,9 wickets,Adelaide,"Dec 11, 1988",ODI # 537,ODI 
Pakistan,Australia,Pakistan,,Lahore,"Oct 14, 1988",ODI # 522,ODI 
Pakistan,Australia,Australia,18 runs,Lahore,"Nov 4, 1987",ODI # 475,ODI 
Australia,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 3, 1987",ODI # 443,ODI 
Australia,Pakistan,Pakistan,1 wicket,W.A.C.A,"Jan 2, 1987",ODI # 410,ODI 
Australia,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 11, 1986",ODI # 382,ODI 
Australia,Pakistan,Pakistan,62 runs,Melbourne,"Feb 24, 1985",ODI # 311,ODI 
Australia,Pakistan,Australia,70 runs,Adelaide,"Jan 30, 1984",ODI # 243,ODI 
Australia,Pakistan,Australia,87 runs,Sydney,"Jan 25, 1984",ODI # 240,ODI 
Australia,Pakistan,Australia,43 runs,Melbourne,"Jan 21, 1984",ODI # 238,ODI 
Australia,Pakistan,no result,,Brisbane,"Jan 15, 1984",ODI # 235,ODI 
Australia,Pakistan,Australia,34 runs,Sydney,"Jan 10, 1984",ODI # 232,ODI 
Pakistan,Australia,no result,,Karachi,"Oct 22, 1982",ODI # 161,ODI 
Pakistan,Australia,Pakistan,28 runs,Lahore,"Oct 8, 1982",ODI # 160,ODI 
Pakistan,Australia,Pakistan,59 runs,Hyderabad (Sind),"Sep 20, 1982",ODI # 158,ODI 
Australia,Pakistan,Australia,76 runs,Sydney,"Jan 14, 1982",ODI # 135,ODI 
Australia,Pakistan,Pakistan,25 runs,Melbourne,"Jan 9, 1982",ODI # 132,ODI 
Australia,Pakistan,Pakistan,6 wickets,Sydney,"Dec 17, 1981",ODI # 128,ODI 
Australia,Pakistan,Australia,38 runs,Adelaide,"Dec 6, 1981",ODI # 127,ODI 
Australia,Pakistan,Pakistan,4 wickets,Melbourne,"Nov 22, 1981",ODI # 123,ODI 
Australia,Pakistan,Pakistan,89 runs,Nottingham,"Jun 13-14, 1979",ODI # 66,ODI 
Australia,Pakistan,Australia,73 runs,Leeds,"Jun 7, 1975",ODI # 21,ODI 
Australia,Pakistan,Australia,7 wickets,Hobart,"Nov 18, 2024",T20I # 2959,T20I 
Australia,Pakistan,Australia,13 runs,Sydney,"Nov 16, 2024",T20I # 2954,T20I 
Australia,Pakistan,Australia,29 runs,Brisbane,"Nov 14, 2024",T20I # 2948,T20I 
Pakistan,Australia,Australia,3 wickets,Lahore,"Apr 5, 2022",T20I # 1504,T20I 
Australia,Pakistan,Australia,5 wickets,Dubai (DICS),"Nov 11, 2021",T20I # 1420,T20I 
Australia,Pakistan,Australia,10 wickets,Perth,"Nov 8, 2019",T20I # 1009,T20I 
Australia,Pakistan,Australia,7 wickets,Canberra,"Nov 5, 2019",T20I # 1002,T20I 
Australia,Pakistan,no result,,Sydney,"Nov 3, 2019",T20I # 999,T20I 
Australia,Pakistan,Pakistan,33 runs,Dubai (DICS),"Oct 28, 2018",T20I # 704,T20I 
Australia,Pakistan,Pakistan,11 runs,Dubai (DICS),"Oct 26, 2018",T20I # 702,T20I 
Australia,Pakistan,Pakistan,66 runs,Abu Dhabi,"Oct 24, 2018",T20I # 701,T20I 
Australia,Pakistan,Pakistan,6 wickets,Harare,"Jul 8, 2018",T20I # 689,T20I 
Australia,Pakistan,Pakistan,45 runs,Harare,"Jul 5, 2018",T20I # 686,T20I 
Australia,Pakistan,Australia,9 wickets,Harare,"Jul 2, 2018",T20I # 682,T20I 
Australia,Pakistan,Australia,21 runs,Mohali,"Mar 25, 2016",T20I # 548,T20I 
Australia,Pakistan,Australia,6 wickets,Dubai (DICS),"Oct 5, 2014",T20I # 406,T20I 
Australia,Pakistan,Pakistan,16 runs,Mirpur,"Mar 23, 2014",T20I # 381,T20I 
Australia,Pakistan,Pakistan,32 runs,Colombo (RPS),"Oct 2, 2012",T20I # 285,T20I 
Australia,Pakistan,Australia,94 runs,Dubai (DICS),"Sep 10, 2012",T20I # 259,T20I 
Australia,Pakistan,tied,,Dubai (DICS),"Sep 7, 2012",T20I # 257,T20I 
Australia,Pakistan,Pakistan,7 wickets,Dubai (DICS),"Sep 5, 2012",T20I # 256,T20I 
Australia,Pakistan,Pakistan,11 runs,Birmingham,"Jul 6, 2010",T20I # 185,T20I 
Australia,Pakistan,Pakistan,23 runs,Birmingham,"Jul 5, 2010",T20I # 184,T20I 
Australia,Pakistan,Australia,3 wickets,Gros Islet,"May 14, 2010",T20I # 176,T20I 
Australia,Pakistan,Australia,34 runs,Gros Islet,"May 2, 2010",T20I # 156,T20I 
Australia,Pakistan,Australia,2 runs,Melbourne,"Feb 5, 2010",T20I # 134,T20I 
Australia,Pakistan,Pakistan,7 wickets,Dubai (DICS),"May 7, 2009",T20I # 89,T20I 
Australia,Pakistan,Pakistan,6 wickets,Johannesburg,"Sep 18, 2007",T20I # 37,T20I 
Pakistan,Bangladesh,Bangladesh,6 wickets,Rawalpindi,"Aug 30-Sep 3, 2024",Test # 2547,Test 
Pakistan,Bangladesh,Bangladesh,10 wickets,Rawalpindi,"Aug 21-25, 2024",Test # 2544,Test 
Bangladesh,Pakistan,Pakistan,inns & 8 runs,Mirpur,"Dec 4-8, 2021",Test # 2439,Test 
Bangladesh,Pakistan,Pakistan,8 wickets,Chattogram,"Nov 26-30, 2021",Test # 2436,Test 
Pakistan,Bangladesh,Pakistan,inns & 44 runs,Rawalpindi,"Feb 7-10, 2020",Test # 2384,Test 
Bangladesh,Pakistan,Pakistan,328 runs,Mirpur,"May 6-9, 2015",Test # 2161,Test 
Bangladesh,Pakistan,drawn,,Khulna,"Apr 28-May 2, 2015",Test # 2159,Test 
Bangladesh,Pakistan,Pakistan,7 wickets,Mirpur,"Dec 17-21, 2011",Test # 2024,Test 
Bangladesh,Pakistan,Pakistan,inns & 184 runs,Chattogram,"Dec 9-12, 2011",Test # 2022,Test 
Pakistan,Bangladesh,Pakistan,1 wicket,Multan,"Sep 3-6, 2003",Test # 1658,Test 
Pakistan,Bangladesh,Pakistan,9 wickets,Peshawar,"Aug 27-30, 2003",Test # 1657,Test 
Pakistan,Bangladesh,Pakistan,7 wickets,Karachi,"Aug 20-24, 2003",Test # 1655,Test 
Bangladesh,Pakistan,Pakistan,inns & 169 runs,Chattogram,"Jan 16-18, 2002",Test # 1586,Test 
Bangladesh,Pakistan,Pakistan,inns & 178 runs,Dhaka,"Jan 9-11, 2002",Test # 1584,Test 
Pakistan,Bangladesh,Pakistan,inns & 264 runs,Multan,"Aug 29-31, 2001",Test # 1560,Test 
Bangladesh,Pakistan,Pakistan,7 wickets,Eden Gardens,"Oct 31, 2023",ODI # 4688,ODI 
Pakistan,Bangladesh,Pakistan,7 wickets,Lahore,"Sep 6, 2023",ODI # 4634,ODI 
Bangladesh,Pakistan,Pakistan,94 runs,Lord's,"Jul 5, 2019",ODI # 4186,ODI 
Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi,"Sep 26, 2018",ODI # 4047,ODI 
Bangladesh,Pakistan,Bangladesh,8 wickets,Mirpur,"Apr 22, 2015",ODI # 3649,ODI 
Bangladesh,Pakistan,Bangladesh,7 wickets,Mirpur,"Apr 19, 2015",ODI # 3648,ODI 
Bangladesh,Pakistan,Bangladesh,79 runs,Mirpur,"Apr 17, 2015",ODI # 3647,ODI 
Bangladesh,Pakistan,Pakistan,3 wickets,Mirpur,"Mar 4, 2014",ODI # 3482,ODI 
Bangladesh,Pakistan,Pakistan,2 runs,Mirpur,"Mar 22, 2012",ODI # 3267,ODI 
Bangladesh,Pakistan,Pakistan,21 runs,Mirpur,"Mar 11, 2012",ODI # 3258,ODI 
Bangladesh,Pakistan,Pakistan,58 runs,Chattogram,"Dec 6, 2011",ODI # 3222,ODI 
Bangladesh,Pakistan,Pakistan,76 runs,Mirpur,"Dec 3, 2011",ODI # 3220,ODI 
Bangladesh,Pakistan,Pakistan,5 wickets,Mirpur,"Dec 1, 2011",ODI # 3218,ODI 
Bangladesh,Pakistan,Pakistan,139 runs,Dambulla,"Jun 21, 2010",ODI # 2998,ODI 
Pakistan,Bangladesh,Pakistan,10 wickets,Karachi,"Jul 4, 2008",ODI # 2733,ODI 
Bangladesh,Pakistan,Pakistan,70 runs,Mirpur,"Jun 8, 2008",ODI # 2704,ODI 
Pakistan,Bangladesh,Pakistan,150 runs,Karachi,"Apr 19, 2008",ODI # 2703,ODI 
Pakistan,Bangladesh,Pakistan,7 wickets,Multan,"Apr 16, 2008",ODI # 2702,ODI 
Pakistan,Bangladesh,Pakistan,23 runs,Lahore,"Apr 13, 2008",ODI # 2700,ODI 
Pakistan,Bangladesh,Pakistan,7 wickets,Faisalabad,"Apr 11, 2008",ODI # 2698,ODI 
Pakistan,Bangladesh,Pakistan,152 runs,Lahore,"Apr 8, 2008",ODI # 2696,ODI 
Bangladesh,Pakistan,Pakistan,6 wickets,Colombo (RPS),"Jul 29, 2004",ODI # 2154,ODI 
Bangladesh,Pakistan,Pakistan,76 runs,Colombo (SSC),"Jul 17, 2004",ODI # 2145,ODI 
Pakistan,Bangladesh,Pakistan,58 runs,Karachi,"Sep 21, 2003",ODI # 2045,ODI 
Pakistan,Bangladesh,Pakistan,5 wickets,Rawalpindi,"Sep 18, 2003",ODI # 2044,ODI 
Pakistan,Bangladesh,Pakistan,42 runs,Lahore,"Sep 15, 2003",ODI # 2043,ODI 
Pakistan,Bangladesh,Pakistan,74 runs,Faisalabad,"Sep 12, 2003",ODI # 2042,ODI 
Pakistan,Bangladesh,Pakistan,137 runs,Multan,"Sep 9, 2003",ODI # 2041,ODI 
Bangladesh,Pakistan,Pakistan,8 wickets,Dhaka,"Jan 25, 2002",ODI # 1794,ODI 
Bangladesh,Pakistan,Pakistan,72 runs,Dhaka,"Jan 24, 2002",ODI # 1793,ODI 
Bangladesh,Pakistan,Pakistan,49 runs,Chattogram,"Jan 22, 2002",ODI # 1790,ODI 
Bangladesh,Pakistan,Pakistan,233 runs,Dhaka,"Jun 2, 2000",ODI # 1599,ODI 
Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,"May 31, 1999",ODI # 1471,ODI 
Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,"Mar 16, 1999",ODI # 1410,ODI 
Bangladesh,Pakistan,Pakistan,9 wickets,Dhaka,"Jan 12, 1998",ODI # 1274,ODI 
Bangladesh,Pakistan,Pakistan,109 runs,Colombo (RPS),"Jul 16, 1997",ODI # 1217,ODI 
Bangladesh,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 8, 1995",ODI # 996,ODI 
Bangladesh,Pakistan,Pakistan,173 runs,Chattogram,"Oct 29, 1988",ODI # 531,ODI 
Bangladesh,Pakistan,Pakistan,7 wickets,Moratuwa,"Mar 31, 1986",ODI # 375,ODI 
Bangladesh,Pakistan,Bangladesh,6 wickets,Hangzhou,"Oct 7, 2023",T20I # 2300,T20I 
Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",T20I # 1872,T20I 
Bangladesh,Pakistan,Pakistan,7 wickets,Christchurch,"Oct 13, 2022",T20I # 1818,T20I 
Bangladesh,Pakistan,Pakistan,21 runs,Christchurch,"Oct 7, 2022",T20I # 1807,T20I 
Bangladesh,Pakistan,Pakistan,5 wickets,Mirpur,"Nov 22, 2021",T20I # 1447,T20I 
Bangladesh,Pakistan,Pakistan,8 wickets,Mirpur,"Nov 20, 2021",T20I # 1443,T20I 
Bangladesh,Pakistan,Pakistan,4 wickets,Mirpur,"Nov 19, 2021",T20I # 1439,T20I 
Pakistan,Bangladesh,Pakistan,9 wickets,Lahore,"Jan 25, 2020",T20I # 1033,T20I 
Pakistan,Bangladesh,Pakistan,5 wickets,Lahore,"Jan 24, 2020",T20I # 1032,T20I 
Bangladesh,Pakistan,Pakistan,55 runs,Eden Gardens,"Mar 16, 2016",T20I # 536,T20I 
Bangladesh,Pakistan,Bangladesh,5 wickets,Mirpur,"Mar 2, 2016",T20I # 516,T20I 
Bangladesh,Pakistan,Bangladesh,7 wickets,Mirpur,"Apr 24, 2015",T20I # 416,T20I 
Bangladesh,Pakistan,Pakistan,50 runs,Mirpur,"Mar 30, 2014",T20I # 392,T20I 
Bangladesh,Pakistan,Pakistan,8 wickets,Pallekele,"Sep 25, 2012",T20I # 274,T20I 
Bangladesh,Pakistan,Pakistan,50 runs,Mirpur,"Nov 29, 2011",T20I # 216,T20I 
Bangladesh,Pakistan,Pakistan,21 runs,Gros Islet,"May 1, 2010",T20I # 154,T20I 
Pakistan,Bangladesh,Pakistan,102 runs,Karachi,"Apr 20, 2008",T20I # 55,T20I 
Bangladesh,Pakistan,Pakistan,4 wickets,Cape Town,"Sep 20, 2007",T20I # 42,T20I 
Bangladesh,Pakistan,Pakistan,30 runs,Nairobi (Gym),"Sep 2, 2007",T20I # 18,T20I 
Pakistan,England,Pakistan,9 wickets,Rawalpindi,"Oct 24-26, 2024",Test # 2558,Test 
Pakistan,England,Pakistan,152 runs,Multan,"Oct 15-18, 2024",Test # 2554,Test 
Pakistan,England,England,inns & 47 runs,Multan,"Oct 7-11, 2024",Test # 2553,Test 
Pakistan,England,England,8 wickets,Karachi,"Dec 17-20, 2022",Test # 2483,Test 
Pakistan,England,England,26 runs,Multan,"Dec 9-12, 2022",Test # 2480,Test 
Pakistan,England,England,74 runs,Rawalpindi,"Dec 1-5, 2022",Test # 2478,Test 
England,Pakistan,drawn,,Southampton,"Aug 21-25, 2020",Test # 2393,Test 
England,Pakistan,drawn,,Southampton,"Aug 13-17, 2020",Test # 2392,Test 
England,Pakistan,England,3 wickets,Manchester,"Aug 5-8, 2020",Test # 2391,Test 
England,Pakistan,England,inns & 55 runs,Leeds,"Jun 1-3, 2018",Test # 2305,Test 
England,Pakistan,Pakistan,9 wickets,Lord's,"May 24-27, 2018",Test # 2304,Test 
England,Pakistan,Pakistan,10 wickets,The Oval,"Aug 11-14, 2016",Test # 2216,Test 
England,Pakistan,England,141 runs,Birmingham,"Aug 3-7, 2016",Test # 2212,Test 
England,Pakistan,England,330 runs,Manchester,"Jul 22-25, 2016",Test # 2208,Test 
England,Pakistan,Pakistan,75 runs,Lord's,"Jul 14-17, 2016",Test # 2206,Test 
England,Pakistan,Pakistan,127 runs,Sharjah,"Nov 1-5, 2015",Test # 2184,Test 
England,Pakistan,Pakistan,178 runs,Dubai (DICS),"Oct 22-26, 2015",Test # 2183,Test 
England,Pakistan,drawn,,Abu Dhabi,"Oct 13-17, 2015",Test # 2180,Test 
England,Pakistan,Pakistan,71 runs,Dubai (DICS),"Feb 3-6, 2012",Test # 2034,Test 
England,Pakistan,Pakistan,72 runs,Abu Dhabi,"Jan 25-28, 2012",Test # 2032,Test 
England,Pakistan,Pakistan,10 wickets,Dubai (DICS),"Jan 17-19, 2012",Test # 2030,Test 
England,Pakistan,England,inns & 225 runs,Lord's,"Aug 26-29, 2010",Test # 1971,Test 
England,Pakistan,Pakistan,4 wickets,The Oval,"Aug 18-21, 2010",Test # 1970,Test 
England,Pakistan,England,9 wickets,Birmingham,"Aug 6-9, 2010",Test # 1969,Test 
England,Pakistan,England,354 runs,Nottingham,"Jul 29-Aug 1, 2010",Test # 1967,Test 
England,Pakistan,England,,The Oval,"Aug 17-21, 2006",Test # 1814,Test 
England,Pakistan,England,167 runs,Leeds,"Aug 4-8, 2006",Test # 1813,Test 
England,Pakistan,England,inns & 120 runs,Manchester,"Jul 27-29, 2006",Test # 1811,Test 
England,Pakistan,drawn,,Lord's,"Jul 13-17, 2006",Test # 1809,Test 
Pakistan,England,Pakistan,inns & 100 runs,Lahore,"Nov 29-Dec 3, 2005",Test # 1774,Test 
Pakistan,England,drawn,,Faisalabad,"Nov 20-24, 2005",Test # 1772,Test 
Pakistan,England,Pakistan,22 runs,Multan,"Nov 12-16, 2005",Test # 1770,Test 
England,Pakistan,Pakistan,108 runs,Manchester,"May 31-Jun 4, 2001",Test # 1547,Test 
England,Pakistan,England,inns & 9 runs,Lord's,"May 17-20, 2001",Test # 1546,Test 
Pakistan,England,England,6 wickets,Karachi,"Dec 7-11, 2000",Test # 1521,Test 
Pakistan,England,drawn,,Faisalabad,"Nov 29-Dec 3, 2000",Test # 1518,Test 
Pakistan,England,drawn,,Lahore,"Nov 15-19, 2000",Test # 1513,Test 
England,Pakistan,Pakistan,9 wickets,The Oval,"Aug 22-26, 1996",Test # 1332,Test 
England,Pakistan,drawn,,Leeds,"Aug 8-12, 1996",Test # 1331,Test 
England,Pakistan,Pakistan,164 runs,Lord's,"Jul 25-29, 1996",Test # 1330,Test 
England,Pakistan,Pakistan,10 wickets,The Oval,"Aug 6-9, 1992",Test # 1193,Test 
England,Pakistan,England,6 wickets,Leeds,"Jul 23-26, 1992",Test # 1192,Test 
England,Pakistan,drawn,,Manchester,"Jul 2-7, 1992",Test # 1191,Test 
England,Pakistan,Pakistan,2 wickets,Lord's,"Jun 18-21, 1992",Test # 1190,Test 
England,Pakistan,drawn,,Birmingham,"Jun 4-8, 1992",Test # 1189,Test 
Pakistan,England,drawn,,Karachi,"Dec 16-21, 1987",Test # 1086,Test 
Pakistan,England,drawn,,Faisalabad,"Dec 7-12, 1987",Test # 1083,Test 
Pakistan,England,Pakistan,inns & 87 runs,Lahore,"Nov 25-28, 1987",Test # 1081,Test 
England,Pakistan,drawn,,The Oval,"Aug 6-11, 1987",Test # 1079,Test 
England,Pakistan,drawn,,Birmingham,"Jul 23-28, 1987",Test # 1078,Test 
England,Pakistan,Pakistan,inns & 18 runs,Leeds,"Jul 2-6, 1987",Test # 1077,Test 
England,Pakistan,drawn,,Lord's,"Jun 18-23, 1987",Test # 1076,Test 
England,Pakistan,drawn,,Manchester,"Jun 4-9, 1987",Test # 1075,Test 
Pakistan,England,drawn,,Lahore,"Mar 19-24, 1984",Test # 984,Test 
Pakistan,England,drawn,,Faisalabad,"Mar 12-17, 1984",Test # 981,Test 
Pakistan,England,Pakistan,3 wickets,Karachi,"Mar 2-6, 1984",Test # 978,Test 
England,Pakistan,England,3 wickets,Leeds,"Aug 26-31, 1982",Test # 933,Test 
England,Pakistan,Pakistan,10 wickets,Lord's,"Aug 12-16, 1982",Test # 932,Test 
England,Pakistan,England,113 runs,Birmingham,"Jul 29-Aug 1, 1982",Test # 931,Test 
England,Pakistan,drawn,,Leeds,"Jun 29-Jul 4, 1978",Test # 827,Test 
England,Pakistan,England,inns & 120 runs,Lord's,"Jun 15-19, 1978",Test # 826,Test 
